Category,City,Country,Customer ID,Customer Name,Discount (bin),Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Sales Period,Segment,Ship Date,Ship Mode,State,Sub-Category,Year-Month,Discount,Profit,Quantity,Sales,Year
Office Supplies,Los Angeles,United States,MA-17995,Michelle Arnett,0.00,20-09-2011,CA-2011-133704,90004,OFF-AP-10001366,Staples,West,4241,1,Home Office,26-09-2011,Standard Class,California,Appliances,01-09-2011,0,11.8584,4,43.92,2011
Office Supplies,Escondido,United States,EK-13795,Eileen Kiefer,0.00,17-11-2014,CA-2014-108091,92025,OFF-AR-10000255,Newell 328,West,4776,1,Home Office,22-11-2014,Standard Class,California,Art,01-11-2014,0,6.0736,4,23.36,2014
Office Supplies,San Francisco,United States,FC-14245,Frank Carlisle,0.00,07-03-2014,CA-2014-167640,94109,OFF-LA-10004559,Avery 49,West,6513,1,Home Office,11-03-2014,Standard Class,California,Labels,01-03-2014,0,5.6448,4,11.52,2014
Office Supplies,San Francisco,United States,AH-10120,Adrian Hane,0.00,09-04-2014,CA-2014-150987,94110,OFF-PA-10002923,Xerox 1942,West,4652,1,Home Office,13-04-2014,Standard Class,California,Paper,01-04-2014,0,97.88,4,195.76,2014
Office Supplies,San Francisco,United States,AD-10180,Alan Dominguez,0.00,01-05-2014,US-2014-136784,94122,OFF-PA-10000675,Xerox 1919,West,5289,1,Home Office,06-05-2014,Standard Class,California,Paper,01-05-2014,0,80.3404,4,163.96,2014
Office Supplies,Los Angeles,United States,GH-14410,Gary Hansen,0.00,09-07-2011,CA-2011-114125,90049,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,8175,1,Home Office,13-07-2011,Standard Class,California,Storage,01-07-2011,0,4.0664,4,23.92,2011
Office Supplies,Los Angeles,United States,RM-19675,Robert Marley,0.00,19-10-2012,CA-2012-160171,90008,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",West,5435,1,Home Office,24-10-2012,Standard Class,California,Appliances,01-10-2012,0,459.396,5,1640.7,2012
Office Supplies,San Francisco,United States,DP-13390,Dennis Pardue,0.00,08-09-2011,CA-2011-168592,94110,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",West,3450,1,Home Office,14-09-2011,Standard Class,California,Appliances,01-09-2011,0,24.3595,5,56.65,2011
Office Supplies,Los Angeles,United States,TT-21460,Tonja Turnell,0.00,16-01-2014,CA-2014-160934,90008,OFF-AR-10003504,Newell 347,West,5068,1,Home Office,20-01-2014,Standard Class,California,Art,01-01-2014,0,6.206,5,21.4,2014
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,0.00,26-04-2011,CA-2011-116785,90036,OFF-AR-10003504,Newell 347,West,7197,1,Home Office,30-04-2011,Standard Class,California,Art,01-04-2011,0,6.206,5,21.4,2011
Office Supplies,Los Angeles,United States,RB-19795,Ross Baird,0.00,07-06-2013,US-2013-155971,90036,OFF-PA-10000210,Xerox Blank Computer Paper,West,9121,1,Home Office,13-06-2013,Standard Class,California,Paper,01-06-2013,0,46.953,5,99.9,2013
Office Supplies,Los Angeles,United States,SC-20050,Sample Company A,0.00,31-01-2013,CA-2013-129238,90045,OFF-PA-10002764,Staples,West,5000,1,Home Office,04-02-2013,Standard Class,California,Paper,01-01-2013,0,27.783,5,56.7,2013
Office Supplies,Los Angeles,United States,PL-18925,Paul Lucas,0.00,01-11-2011,CA-2011-168305,90049,OFF-PA-10004947,Staples,West,5897,1,Home Office,08-11-2011,Standard Class,California,Paper,01-11-2011,0,9.63,5,21.4,2011
Office Supplies,San Francisco,United States,SN-20560,Skye Norling,0.00,07-02-2014,CA-2014-154102,94109,OFF-PA-10001593,Xerox 1947,West,7355,1,Home Office,14-02-2014,Standard Class,California,Paper,01-02-2014,0,13.455,5,29.9,2014
Office Supplies,San Francisco,United States,AH-10120,Adrian Hane,0.00,09-04-2014,CA-2014-150987,94110,OFF-PA-10001878,Xerox 1891,West,4651,1,Home Office,13-04-2014,Standard Class,California,Paper,01-04-2014,0,114.9385,5,244.55,2014
Office Supplies,San Francisco,United States,DS-13030,Darrin Sayre,0.00,09-07-2011,CA-2011-113271,94122,OFF-PA-10002365,Xerox 1967,West,9246,1,Home Office,14-07-2011,Standard Class,California,Paper,01-07-2011,0,15.552,5,32.4,2011
Office Supplies,San Francisco,United States,GH-14410,Gary Hansen,0.00,07-06-2014,US-2014-131849,94122,OFF-ST-10002957,Sterilite Show Offs Storage Containers,West,3855,1,Home Office,11-06-2014,Standard Class,California,Storage,01-06-2014,0,0,5,26.4,2014
Office Supplies,Los Angeles,United States,CA-12055,Cathy Armstrong,0.00,09-08-2013,CA-2013-107328,90036,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,3498,1,Home Office,16-08-2013,Standard Class,California,Appliances,01-08-2013,0,136.6176,6,487.92,2013
Office Supplies,San Francisco,United States,JL-15175,James Lanier,0.00,05-01-2012,CA-2012-158701,94110,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,West,8375,1,Home Office,10-01-2012,Standard Class,California,Appliances,01-01-2012,0,23.5872,6,87.36,2012
Office Supplies,Los Angeles,United States,SN-20710,Steve Nguyen,0.00,06-05-2011,US-2011-154879,90004,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,West,4411,1,Home Office,11-05-2011,Standard Class,California,Art,01-05-2011,0,30.2232,6,107.94,2011
Office Supplies,Los Angeles,United States,AB-10255,Alejandro Ballentine,0.00,22-07-2011,CA-2011-122679,90008,OFF-AR-10004757,Crayola Colored Pencils,West,9484,1,Home Office,28-07-2011,Standard Class,California,Art,01-07-2011,0,6.4944,6,19.68,2011
Office Supplies,San Francisco,United States,FC-14245,Frank Carlisle,0.00,07-03-2014,CA-2014-167640,94109,OFF-AR-10003158,Fluorescent Highlighters by Dixon,West,6512,1,Home Office,11-03-2014,Standard Class,California,Art,01-03-2014,0,8.1192,6,23.88,2014
Office Supplies,Los Angeles,United States,CW-11905,Carl Weiss,0.00,05-11-2013,CA-2013-119018,90004,OFF-PA-10000295,Xerox 229,West,6775,1,Home Office,09-11-2013,Standard Class,California,Paper,01-11-2013,0,18.6624,6,38.88,2013
Office Supplies,Los Angeles,United States,NL-18310,Nancy Lomonaco,0.00,31-05-2013,CA-2013-147473,90049,OFF-PA-10004782,Xerox 228,West,7067,1,Home Office,04-06-2013,Standard Class,California,Paper,01-05-2013,0,18.6624,6,38.88,2013
Office Supplies,San Francisco,United States,TC-21535,Tracy Collins,0.00,08-12-2014,CA-2014-142328,94122,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",West,9769,1,Home Office,15-12-2014,Standard Class,California,Paper,01-12-2014,0,25.02,6,50.04,2014
Office Supplies,Los Angeles,United States,AP-10720,Anne Pryor,0.00,07-12-2013,US-2013-103674,90032,OFF-AR-10004752,Blackstonian Pencils,West,9975,1,Home Office,11-12-2013,Standard Class,California,Art,01-12-2013,0,5.2332,7,18.69,2013
Office Supplies,San Francisco,United States,EH-14125,Eugene Hildebrand,0.00,31-01-2014,CA-2014-112725,94110,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",West,4144,1,Home Office,07-02-2014,Standard Class,California,Art,01-01-2014,0,5.733,7,12.74,2014
Office Supplies,Los Angeles,United States,AP-10720,Anne Pryor,0.00,07-12-2013,US-2013-103674,90032,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",West,9978,1,Home Office,11-12-2013,Standard Class,California,Fasteners,01-12-2013,0,0,7,13.86,2013
Office Supplies,Los Angeles,United States,RB-19795,Ross Baird,0.00,07-06-2013,US-2013-155971,90036,OFF-LA-10000452,Avery 488,West,9120,1,Home Office,13-06-2013,Standard Class,California,Labels,01-06-2013,0,10.584,7,22.05,2013
Office Supplies,Santa Ana,United States,EM-14140,Eugene Moren,0.00,28-12-2013,US-2013-131058,92704,OFF-LA-10001613,Avery File Folder Labels,West,8149,1,Home Office,01-01-2014,Standard Class,California,Labels,01-12-2013,0,9.8784,7,20.16,2013
Office Supplies,San Francisco,United States,FC-14245,Frank Carlisle,0.00,07-03-2014,CA-2014-167640,94109,OFF-PA-10001033,Xerox 1893,West,6514,1,Home Office,11-03-2014,Standard Class,California,Paper,01-03-2014,0,140.5957,7,286.93,2014
Office Supplies,Burbank,United States,SC-20050,Sample Company A,0.00,18-03-2011,US-2011-131275,91505,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,West,7330,1,Home Office,24-03-2011,Standard Class,California,Storage,01-03-2011,0,334.1142,7,1856.19,2011
Office Supplies,Los Angeles,United States,PV-18985,Paul Van Hugh,0.00,03-10-2014,CA-2014-105914,90036,OFF-ST-10003716,Tennsco Double-Tier Lockers,West,4137,1,Home Office,09-10-2014,Standard Class,California,Storage,01-10-2014,0,204.7682,7,1575.14,2014
Office Supplies,Reno,United States,NF-18475,Neil Französisch,0.00,01-10-2011,US-2011-132745,89502,OFF-FA-10000254,Sterling Rubber Bands by Alliance,West,8706,1,Home Office,05-10-2011,Standard Class,Nevada,Fasteners,01-10-2011,0,0,1,4.71,2011
Office Supplies,Sparks,United States,KN-16705,Kristina Nunn,0.00,23-07-2013,CA-2013-140613,89431,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",West,5453,1,Home Office,30-07-2013,Standard Class,Nevada,Supplies,01-07-2013,0,24.998,5,86.2,2013
Office Supplies,Las Cruces,United States,MA-17995,Michelle Arnett,0.00,28-11-2012,CA-2012-157028,88001,OFF-AR-10004441,BIC Brite Liner Highlighters,West,9127,1,Home Office,03-12-2012,Standard Class,New Mexico,Art,01-11-2012,0,3.4776,2,8.28,2012
Office Supplies,Santa Fe,United States,MH-17290,Marc Harrigan,0.00,19-09-2012,CA-2012-137603,87505,OFF-AR-10001972,Newell 323,West,9306,1,Home Office,24-09-2012,Standard Class,New Mexico,Art,01-09-2012,0,2.184,5,8.4,2012
Office Supplies,Seattle,United States,CK-12325,Christine Kargatis,0.00,02-09-2014,US-2014-135230,98103,OFF-AR-10001166,Staples,West,4723,1,Home Office,08-09-2014,Standard Class,Washington,Art,01-09-2014,0,2.9562,1,7.58,2014
Office Supplies,Des Moines,United States,AB-10060,Adam Bellavance,0.00,18-09-2012,CA-2012-150511,98198,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",West,5051,1,Home Office,24-09-2012,Standard Class,Washington,Paper,01-09-2012,0,8.7138,2,18.54,2012
Office Supplies,Seattle,United States,MR-17545,Mathew Reese,0.00,09-07-2014,CA-2014-111759,98103,OFF-PA-10003127,Staples,West,9531,1,Home Office,13-07-2014,Standard Class,Washington,Paper,01-07-2014,0,24.2696,2,52.76,2014
Office Supplies,Seattle,United States,NF-18595,Nicole Fjeld,0.00,19-08-2014,CA-2014-151358,98105,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,West,4277,1,Home Office,23-08-2014,Standard Class,Washington,Storage,01-08-2014,0,61.389,2,323.1,2014
Office Supplies,Seattle,United States,VF-21715,Vicky Freymann,0.00,09-07-2014,CA-2014-138464,98115,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,West,4538,1,Home Office,13-07-2014,Standard Class,Washington,Art,01-07-2014,0,6.2016,3,18.24,2014
Office Supplies,Seattle,United States,FG-14260,Frank Gastineau,0.00,03-10-2014,CA-2014-101308,98105,OFF-FA-10002780,Staples,West,3978,1,Home Office,08-10-2014,Standard Class,Washington,Fasteners,01-10-2014,0,4.1124,3,8.94,2014
Office Supplies,Seattle,United States,SC-20680,Steve Carroll,0.00,18-12-2013,CA-2013-155383,98115,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",West,5912,1,Home Office,23-12-2013,Standard Class,Washington,Storage,01-12-2013,0,13.0284,3,46.53,2013
Office Supplies,Bellevue,United States,CR-12580,Clay Rozendal,0.00,25-11-2013,CA-2013-165561,98006,OFF-SU-10004782,"Elite 5"" Scissors",West,6244,1,Home Office,29-11-2013,Standard Class,Washington,Supplies,01-11-2013,0,7.605,3,25.35,2013
Office Supplies,Seattle,United States,VF-21715,Vicky Freymann,0.00,09-07-2014,CA-2014-138464,98115,OFF-AR-10004757,Crayola Colored Pencils,West,4539,1,Home Office,13-07-2014,Standard Class,Washington,Art,01-07-2014,0,4.3296,4,13.12,2014
Office Supplies,Redmond,United States,CC-12430,Chuck Clark,0.00,18-09-2013,US-2013-148957,98052,OFF-LA-10002195,Avery 481,West,9449,1,Home Office,24-09-2013,Standard Class,Washington,Labels,01-09-2013,0,5.9136,4,12.32,2013
Office Supplies,Seattle,United States,PS-18970,Paul Stevenson,0.00,22-03-2014,CA-2014-111591,98105,OFF-ST-10001809,Fellowes Officeware Wire Shelving,West,9365,1,Home Office,26-03-2014,Standard Class,Washington,Storage,01-03-2014,0,7.1864,4,359.32,2014
Office Supplies,Seattle,United States,AB-10255,Alejandro Ballentine,0.00,24-10-2013,CA-2013-151323,98103,OFF-FA-10002983,Advantus SlideClip Paper Clips,West,5136,1,Home Office,29-10-2013,Standard Class,Washington,Fasteners,01-10-2013,0,8.184,5,17.05,2013
Office Supplies,Covington,United States,SN-20710,Steve Nguyen,0.00,27-09-2013,CA-2013-169957,98042,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),West,4033,1,Home Office,01-10-2013,Standard Class,Washington,Paper,01-09-2013,0,14.651,5,29.9,2013
Office Supplies,Covington,United States,SN-20710,Steve Nguyen,0.00,27-09-2013,CA-2013-169957,98042,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,West,4032,1,Home Office,01-10-2013,Standard Class,Washington,Appliances,01-09-2013,0,66.3264,6,236.88,2013
Office Supplies,Seattle,United States,KB-16405,Katrina Bavinger,0.00,20-11-2012,CA-2012-112305,98105,OFF-AR-10002067,Newell 334,West,6245,1,Home Office,25-11-2012,Standard Class,Washington,Art,01-11-2012,0,30.9504,6,119.04,2012
Office Supplies,Seattle,United States,PS-18970,Paul Stevenson,0.00,22-03-2014,CA-2014-111591,98105,OFF-FA-10004838,"Super Bands, 12/Pack",West,9363,1,Home Office,26-03-2014,Standard Class,Washington,Fasteners,01-03-2014,0,0.3906,7,13.02,2014
Office Supplies,Seattle,United States,AS-10630,Ann Steele,0.00,07-12-2011,CA-2011-101392,98103,OFF-ST-10000532,Advantus Rolling Drawer Organizers,West,8091,1,Home Office,13-12-2011,Standard Class,Washington,Storage,01-12-2011,0,70.0336,7,269.36,2011
Office Supplies,Spokane,United States,MO-17800,Meg O'Connel,0.00,04-06-2014,CA-2014-145506,99207,OFF-ST-10004963,Eldon Gobal File Keepers,West,9451,1,Home Office,08-06-2014,Standard Class,Washington,Storage,01-06-2014,0,5.4504,9,136.26,2014
Office Supplies,Phoenix,United States,MZ-17335,Maria Zettner,0.20,10-10-2013,CA-2013-114748,85023,OFF-AR-10001315,Newell 310,West,7357,1,Home Office,15-10-2013,Standard Class,Arizona,Art,01-10-2013,0.2,0.1584,1,1.408,2013
Office Supplies,Mesa,United States,TW-21025,Tamara Willingham,0.20,28-10-2014,CA-2014-134880,85204,OFF-PA-10004039,Xerox 1882,West,8477,1,Home Office,02-11-2014,Standard Class,Arizona,Paper,01-10-2014,0.2,16.2342,1,44.784,2014
Office Supplies,Gilbert,United States,KM-16375,Katherine Murray,0.20,21-02-2014,CA-2014-135937,85234,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,West,6657,1,Home Office,28-02-2014,Standard Class,Arizona,Storage,01-02-2014,0.2,-6.396,2,51.168,2014
Office Supplies,Gilbert,United States,KM-16375,Katherine Murray,0.20,21-02-2014,CA-2014-135937,85234,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,West,6658,1,Home Office,28-02-2014,Standard Class,Arizona,Envelopes,01-02-2014,0.2,3.857,5,10.64,2014
Office Supplies,Chandler,United States,PC-19000,Pauline Chand,0.20,08-04-2011,US-2011-163797,85224,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",West,6381,1,Home Office,13-04-2011,Standard Class,Arizona,Fasteners,01-04-2011,0.2,-11.8256,8,49.792,2011
Office Supplies,Bakersfield,United States,FM-14290,Frank Merwin,0.20,08-06-2013,CA-2013-103163,93309,OFF-BI-10003305,Avery Hanging File Binders,West,3577,1,Home Office,12-06-2013,Standard Class,California,Binders,01-06-2013,0.2,1.5548,1,4.784,2013
Office Supplies,Los Angeles,United States,CW-11905,Carl Weiss,0.20,05-11-2013,CA-2013-119018,90004,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,West,6774,1,Home Office,09-11-2013,Standard Class,California,Binders,01-11-2013,0.2,1.305,1,4.176,2013
Office Supplies,Los Angeles,United States,CC-12100,Chad Cunningham,0.20,27-08-2012,CA-2012-113040,90045,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,West,7980,1,Home Office,31-08-2012,Standard Class,California,Binders,01-08-2012,0.2,1.6588,1,5.104,2012
Office Supplies,Los Angeles,United States,CW-11905,Carl Weiss,0.20,05-11-2013,CA-2013-119018,90004,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,West,6773,1,Home Office,09-11-2013,Standard Class,California,Binders,01-11-2013,0.2,2.7956,2,7.712,2013
Office Supplies,San Francisco,United States,AS-10630,Ann Steele,0.20,03-09-2012,US-2012-146745,94110,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",West,4457,1,Home Office,08-09-2012,Standard Class,California,Binders,01-09-2012,0.2,2.1492,2,6.368,2012
Office Supplies,Bakersfield,United States,PN-18775,Parhena Norris,0.20,07-08-2012,CA-2012-141936,93309,OFF-BI-10002194,Cardinal Hold-It CD Pocket,West,5100,1,Home Office,12-08-2012,Standard Class,California,Binders,01-08-2012,0.2,6.4638,3,19.152,2012
Office Supplies,Los Angeles,United States,MA-17995,Michelle Arnett,0.20,20-09-2011,CA-2011-133704,90004,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,West,4242,1,Home Office,26-09-2011,Standard Class,California,Binders,01-09-2011,0.2,6.5754,3,20.232,2011
Office Supplies,Moreno Valley,United States,CD-12790,Cynthia Delaney,0.20,27-12-2011,CA-2011-166961,92553,OFF-BI-10002353,GBC VeloBind Cover Sets,West,7779,1,Home Office,31-12-2011,Standard Class,California,Binders,01-12-2011,0.2,13.896,3,37.056,2011
Office Supplies,San Francisco,United States,AW-10930,Arthur Wiediger,0.20,01-09-2014,CA-2014-107321,94110,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,West,4990,1,Home Office,05-09-2014,Standard Class,California,Binders,01-09-2014,0.2,2.1684,3,6.672,2014
Office Supplies,Los Angeles,United States,AP-10720,Anne Pryor,0.20,07-12-2013,US-2013-103674,90032,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,West,9979,1,Home Office,11-12-2013,Standard Class,California,Binders,01-12-2013,0.2,4.6816,4,13.376,2013
Office Supplies,San Bernardino,United States,JK-15640,Jim Kriz,0.20,11-12-2012,CA-2012-134082,92404,OFF-BI-10004230,GBC Recycled Grain Textured Covers,West,8410,1,Home Office,17-12-2012,Standard Class,California,Binders,01-12-2012,0.2,38.6848,4,110.528,2012
Office Supplies,San Francisco,United States,MP-18175,Mike Pelletier,0.20,06-10-2014,CA-2014-167661,94110,OFF-BI-10001097,Avery Hole Reinforcements,West,4837,1,Home Office,11-10-2014,Standard Class,California,Binders,01-10-2014,0.2,7.2268,4,19.936,2014
Office Supplies,San Francisco,United States,PA-19060,Pete Armstrong,0.20,28-10-2013,US-2013-117387,94122,OFF-BI-10004308,Avery Legal 4-Ring Binder,West,8598,1,Home Office,01-11-2013,Standard Class,California,Binders,01-10-2013,0.2,25.176,4,67.136,2013
Office Supplies,La Mesa,United States,SC-20050,Sample Company A,0.20,04-09-2014,CA-2014-123022,91941,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",West,5636,1,Home Office,09-09-2014,Standard Class,California,Binders,01-09-2014,0.2,28.896,5,82.56,2014
Office Supplies,Los Angeles,United States,NZ-18565,Nick Zandusky,0.20,01-05-2014,CA-2014-150609,90032,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,West,7183,1,Home Office,05-05-2014,Standard Class,California,Binders,01-05-2014,0.2,7.553,5,23.24,2014
Office Supplies,Los Angeles,United States,CA-12055,Cathy Armstrong,0.20,09-08-2013,CA-2013-107328,90036,OFF-BI-10002160,Acco Hanging Data Binders,West,3499,1,Home Office,16-08-2013,Standard Class,California,Binders,01-08-2013,0.2,5.334,5,15.24,2013
Office Supplies,Los Angeles,United States,PV-18985,Paul Van Hugh,0.20,03-10-2014,CA-2014-105914,90036,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",West,4136,1,Home Office,09-10-2014,Standard Class,California,Binders,01-10-2014,0.2,42.045,5,112.12,2014
Office Supplies,San Francisco,United States,MP-18175,Mike Pelletier,0.20,06-10-2014,CA-2014-167661,94110,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",West,4835,1,Home Office,11-10-2014,Standard Class,California,Binders,01-10-2014,0.2,13.473,5,39.92,2014
Office Supplies,Los Angeles,United States,DP-13390,Dennis Pardue,0.20,05-07-2011,CA-2011-107139,90004,OFF-BI-10001670,Vinyl Sectional Post Binders,West,3791,1,Home Office,11-07-2011,Standard Class,California,Binders,01-07-2011,0.2,67.86,6,180.96,2011
